id,datestamp,L,KL,GymReal,MBGs,KRS,Gruppe,TPB_Mean,MITTELWERT,AT_Mean,AT1,AT2_invert,AT3,AT4,SN_Mean,SN1,SN2,SN3,INT_Mean,INT1,INT2,INT3,PBC_Mean,PBC1,PBC2,B_Mean,B1,B2,B4_invert,B5,B6,B7,B8_invert,B9_invert,B10,PROB1_codiert,PROB2_codiert,PROB3_codiert,PROB4_codiert,PROB5_codiert,PROB6_codiert,PROB7_codiert,AT2,B3,B4,B8,B9,interviewtime,Zeit,Zeit_min,PROB1,PROB2,PROB3,PROB4,PROB5,PROB6,PROB7,filter_$,Ã¼25,PrePost,B3_invert
96,2023-05-10T08:11:59Z,0,9,1,0,0,0,1.972222222,1.909090909,2.25,2,3,2,2,1.333333333,1,1,2,2,2,2,2,2.5,3,2,1.777777778,2,2,2,1,2,2,2,2,1,4,1,2,6,3,5,7,0,1,1,1,1,07:58:04,478.0666667,7.967777778,PRB4,PRB1,PRB2,PRB6,PRB3,PRB5,PRB7,0,0,1,2
111,2023-05-10T08:20:08Z,0,10,1,0,0,0,1.316666667,1.5,1.75,2,2,3,0,0.666666667,1,0,1,1,0,2,1,1.5,2,1,1.666666667,1,2,0,1,3,1,3,3,1,2,5,6,3,7,1,4,1,0,3,0,0,08:09:46,489.7666667,8.162777778,PRB2,PRB5,PRB6,PRB3,PRB7,PRB1,PRB4,0,0,0,3
168,2023-05-10T08:34:26Z,0,10,1,0,0,0,1.575,1.571428571,2.25,2,2,3,2,0.666666667,1,0,1,1.333333333,1,2,1,2,2,2,1.625,0,2,1,1,3,0,3,3,NA,6,1,4,2,3,5,7,1,2,2,0,0,08:10:39,490.65,8.1775,PRB6,PRB1,PRB4,PRB2,PRB3,PRB5,PRB7,0,1,1,1
109,2023-05-10T08:20:09Z,0,10,1,1,1,2,2.733333333,2.545454545,3,3,3,3,3,2.333333333,2,2,3,2.666666667,3,3,2,3,3,3,2.666666667,3,3,1,3,3,3,3,2,3,4,6,3,2,7,1,5,0,1,2,1,1,08:17:09,497.15,8.285833333,PRB4,PRB6,PRB3,PRB2,PRB7,PRB1,PRB5,0,0,1,2
117,2023-05-10T08:20:30Z,0,10,1,1,0,1,2.345238095,2.25,2.25,2,3,2,2,2,2,2,2,2.333333333,1,3,3,3,3,3,2.142857143,NA,2,1,NA,3,3,1,3,2,2,5,4,3,7,6,1,0,1,2,2,0,08:17:44,497.7333333,8.295555556,PRB2,PRB5,PRB4,PRB3,PRB7,PRB6,PRB1,1,2,2,2
152,2023-05-10T08:34:27Z,0,10,1,0,0,0,2.038888889,2.045454545,2.75,3,3,3,2,1,1,1,1,2.333333333,2,3,2,2,2,2,2.111111111,3,2,2,2,3,2,2,2,1,4,7,6,2,3,1,5,0,2,1,1,1,08:25:18,505.3,8.421666667,PRB4,PRB7,PRB6,PRB2,PRB3,PRB1,PRB5,0,0,1,1
80,2023-05-10T08:12:25Z,0,7,1,1,0,1,2.422222222,2.272727273,3,3,3,3,3,1.666666667,2,2,1,2.333333333,2,3,2,3,3,3,2.111111111,2,3,1,2,2,1,3,3,2,4,6,1,5,2,7,3,0,2,2,0,0,08:26:36,506.6,8.443333333,PRB4,PRB6,PRB1,PRB5,PRB2,PRB7,PRB3,1,0,1,1
200,2023-05-16T08:59:03Z,0,9,1,1,0,1,1.822222222,1.818181818,2,2,2,2,2,1.333333333,1,1,2,2,2,2,2,2,2,2,1.777777778,1,2,1,2,2,3,2,2,1,2,6,4,5,1,7,3,1,1,2,1,1,08:26:36,506.6,8.443333333,PRB2,PRB6,PRB4,PRB5,PRB1,PRB7,PRB3,1,0,1,2
155,2023-05-10T08:34:36Z,0,10,1,0,0,0,1.622222222,1.590909091,2,2,3,2,1,1,1,0,2,1.666666667,2,2,1,2,2,2,1.444444444,0,2,2,1,2,1,2,2,1,7,4,6,5,3,1,2,0,1,1,1,1,08:29:42,509.7,8.495,PRB7,PRB4,PRB6,PRB5,PRB3,PRB1,PRB2,0,0,0,2
87,2023-05-10T08:12:17Z,0,9,1,0,0,0,2.061111111,1.863636364,2.75,3,3,3,2,1.666666667,1,2,2,1.333333333,1,2,1,3,3,3,1.555555556,3,1,0,1,3,2,1,2,1,2,6,4,3,1,7,5,0,2,3,2,1,08:41:14,521.2333333,8.687222222,PRB2,PRB6,PRB4,PRB3,PRB1,PRB7,PRB5,0,0,1,1
113,2023-05-10T08:20:54Z,0,10,1,0,0,0,1.477777778,1.363636364,2,2,3,2,1,2,1,2,3,1,1,0,2,1.5,1,2,0.888888889,0,0,1,1,3,0,2,1,0,2,5,4,1,3,6,7,0,1,2,1,2,08:50:44,530.7333333,8.845555556,PRB2,PRB5,PRB4,PRB1,PRB3,PRB6,PRB7,0,0,0,2
86,2023-05-10T08:12:25Z,0,9,1,0,0,0,2.233333333,2.1,2.75,3,3,3,2,2,2,1,3,1.666666667,2,2,1,3,3,3,1.75,0,3,0,NA,2,1,3,2,3,4,2,3,6,1,5,7,0,NA,3,0,1,08:51:04,531.0666667,8.851111111,PRB4,PRB2,PRB3,PRB6,PRB1,PRB5,PRB7,0,2,1,NA
132,2023-05-10T08:26:32Z,0,10,1,0,0,0,2.10952381,1.95,3,3,3,3,3,1.333333333,1,1,2,2,2,2,2,2.5,2,3,1.714285714,3,1,0,NA,3,1,2,2,NA,4,1,2,6,3,5,7,0,3,3,1,1,08:52:56,532.9333333,8.882222222,PRB4,PRB1,PRB2,PRB6,PRB3,PRB5,PRB7,0,2,1,0
160,2023-05-10T08:35:08Z,0,10,1,0,0,0,2.116666667,2,2.75,2,3,3,3,0.666666667,1,0,1,2.666666667,3,3,2,2.5,2,3,2,3,2,0,NA,3,3,1,2,NA,2,5,3,4,6,1,7,0,3,3,2,1,08:59:26,539.4333333,8.990555556,PRB2,PRB5,PRB3,PRB4,PRB6,PRB1,PRB7,0,2,1,0
128,2023-05-10T08:26:53Z,0,10,1,0,0,0,2.083333333,2.052631579,2.25,2,3,2,2,1.333333333,2,1,1,2,1,3,2,2.5,2,3,2.333333333,3,1,NA,NA,3,2,2,3,NA,4,6,2,3,5,1,7,0,2,NA,1,0,09:16:11,556.1833333,9.269722222,PRB4,PRB6,PRB2,PRB3,PRB5,PRB1,PRB7,0,3,1,1
173,2023-05-10T08:35:50Z,0,10,1,0,0,0,1.277777778,1.181818182,1.5,1,3,1,1,0.666666667,2,0,0,1.333333333,1,2,1,2,2,2,0.888888889,0,0,1,0,2,1,1,2,1,6,5,2,3,7,1,4,0,1,2,2,1,09:17:01,557.0166667,9.283611111,PRB6,PRB5,PRB2,PRB3,PRB7,PRB1,PRB4,0,0,0,2
183,2023-05-10T10:07:14Z,0,9,2,0,0,0,1.65,1.636363636,2.25,2,3,2,2,1,1,1,1,1.333333333,1,2,1,2,2,2,1.666666667,2,1,1,1,2,1,3,2,2,1,4,2,6,5,3,7,0,2,2,0,1,09:29:05,569.0833333,9.484722222,PRB1,PRB4,PRB2,PRB6,PRB5,PRB3,PRB7,0,0,1,1
93,2023-05-10T08:13:31Z,0,9,1,0,0,0,2.661111111,2.409090909,2.75,3,2,3,3,2.666666667,3,2,3,2.666666667,3,3,2,3,3,3,2.222222222,3,2,1,2,3,2,3,2,2,4,5,6,1,2,7,3,1,3,2,0,1,09:37:02,577.0333333,9.617222222,PRB4,PRB5,PRB6,PRB1,PRB2,PRB7,PRB3,0,0,1,0
130,2023-05-10T08:27:25Z,0,10,1,0,1,2,2.466666667,2.35,3,3,3,3,3,2,3,1,NA,2.333333333,2,3,2,3,3,3,2,3,1,NA,2,2,2,2,2,2,2,4,1,3,5,6,7,0,1,NA,1,1,09:46:06,586.1,9.768333333,PRB2,PRB4,PRB1,PRB3,PRB5,PRB6,PRB7,0,2,1,2
81,2023-05-10T08:32:58Z,0,7,1,1,0,1,2.15,2,2.75,3,3,3,2,1.666666667,2,2,1,2.333333333,2,2,3,2.5,3,2,1.5,2,1,1,1,3,2,1,1,NA,4,2,3,5,6,7,1,0,1,2,2,2,09:46:06,586.1,9.768333333,PRB4,PRB2,PRB3,PRB5,PRB6,PRB7,PRB1,1,1,1,2
182,2023-05-10T10:07:33Z,0,9,2,0,0,0,1.105555556,0.954545455,1.75,2,2,2,1,1,2,1,0,0,0,0,0,2,2,2,0.777777778,0,0,0,1,3,0,1,1,1,1,5,6,2,7,3,4,1,3,3,2,2,09:47:54,587.9,9.798333333,PRB1,PRB5,PRB6,PRB2,PRB7,PRB3,PRB4,0,0,0,0
181,2023-05-10T10:07:34Z,0,9,2,0,0,0,0.94047619,1.055555556,1.25,1,3,1,0,0.666666667,2,0,0,0.5,0,1,NA,1,0,2,1.285714286,0,1,0,NA,3,0,2,3,NA,2,3,4,5,1,6,7,0,NA,3,1,0,09:49:19,589.3166667,9.821944444,PRB2,PRB3,PRB4,PRB5,PRB1,PRB6,PRB7,0,4,0,NA
91,2023-05-10T08:13:57Z,0,9,1,0,0,0,1.055555556,1.052631579,1,1,NA,1,1,1,0,2,NA,1,1,NA,1,1.5,2,1,0.777777778,0,0,3,0,0,0,3,1,0,1,4,2,3,5,7,6,NA,0,0,0,2,10:09:41,609.6833333,10.16138889,PRB1,PRB4,PRB2,PRB3,PRB5,PRB7,PRB6,0,3,0,3
123,2023-05-10T08:22:35Z,0,10,1,0,0,0,1.358333333,1.380952381,2,1,3,3,1,1.333333333,1,2,1,1.333333333,1,2,1,1,1,1,1.125,1,1,1,1,2,0,2,1,NA,2,4,6,3,1,5,7,0,1,2,1,2,10:14:29,614.4833333,10.24138889,PRB2,PRB4,PRB6,PRB3,PRB1,PRB5,PRB7,0,1,0,2
77,2023-05-10T08:37:56Z,0,9,1,1,0,1,2.005555556,1.863636364,2.75,3,3,3,2,1.666666667,2,2,1,1.666666667,1,2,2,2.5,3,2,1.444444444,2,3,1,1,3,1,0,0,2,4,2,6,7,1,3,5,0,1,2,3,3,10:14:29,614.4833333,10.24138889,PRB4,PRB2,PRB6,PRB7,PRB1,PRB3,PRB5,1,0,1,2
88,2023-05-10T08:14:01Z,0,9,1,0,0,0,1,1.176470588,2,1,3,2,NA,0.5,1,0,NA,1,1,NA,NA,0.5,1,0,1,0,0,2,0,1,0,3,2,NA,1,4,2,3,5,6,7,0,0,1,0,1,10:21:15,621.25,10.35416667,PRB1,PRB4,PRB2,PRB3,PRB5,PRB6,PRB7,0,5,1,3
94,2023-05-10T08:14:22Z,0,9,1,1,1,2,2.266666667,2.136363636,3,3,3,3,3,1,2,1,0,2.333333333,2,3,2,3,3,3,2,3,2,2,2,2,1,0,3,3,4,2,3,6,1,7,5,0,2,1,3,0,10:27:23,627.3833333,10.45638889,PRB4,PRB2,PRB3,PRB6,PRB1,PRB7,PRB5,0,0,1,1
177,2023-05-10T10:07:05Z,0,9,2,0,0,0,0.683333333,0.772727273,1.75,2,3,2,0,0,0,0,0,0,0,0,0,1,0,2,0.666666667,0,1,0,0,0,0,2,3,0,6,1,5,3,7,2,4,0,1,3,1,0,10:41:26,641.4333333,10.69055556,PRB6,PRB1,PRB5,PRB3,PRB7,PRB2,PRB4,0,0,1,2
79,2023-05-15T11:12:40Z,0,7,1,1,0,1,2.216666667,2.090909091,2.75,3,3,3,2,2,3,2,1,2.333333333,2,3,2,2,2,2,2,3,1,0,1,3,3,3,2,2,4,2,3,6,5,1,7,0,3,3,0,1,10:41:27,641.45,10.69083333,PRB4,PRB2,PRB3,PRB6,PRB5,PRB1,PRB7,1,0,1,0
145,2023-05-10T08:28:36Z,0,10,1,0,0,0,1.516666667,1.619047619,2,1,2,2,3,1.333333333,1,1,2,1,1,2,0,1.5,1,2,1.75,3,1,1,2,2,1,2,2,NA,2,4,6,7,3,1,5,1,1,2,1,1,10:45:07,645.1166667,10.75194444,PRB2,PRB4,PRB6,PRB7,PRB3,PRB1,PRB5,0,1,0,2
83,2023-05-10T08:11:59Z,0,8,2,1,0,1,1.094444444,1.181818182,1.25,1,1,2,1,0.666666667,0,2,0,1.333333333,0,2,2,1,2,0,1.222222222,0,2,0,2,3,1,2,1,0,4,1,2,6,5,3,7,2,1,3,1,2,10:52:45,652.75,10.87916667,PRB4,PRB1,PRB2,PRB6,PRB5,PRB3,PRB7,1,0,1,2
178,2023-05-10T10:07:23Z,0,9,2,0,0,0,2.105555556,2.045454545,2.75,3,3,3,2,1.666666667,1,1,3,2.333333333,2,3,2,2,2,2,1.777777778,2,1,0,2,3,2,2,2,2,4,6,3,2,7,5,1,0,1,3,1,1,10:52:45,652.75,10.87916667,PRB4,PRB6,PRB3,PRB2,PRB7,PRB5,PRB1,0,0,1,2
162,2023-05-10T08:37:03Z,0,10,1,0,0,0,1.723809524,1.611111111,2,2,2,2,NA,1.333333333,1,1,2,2.5,2,3,NA,1.5,1,2,1.285714286,0,2,0,NA,3,2,0,2,NA,2,4,3,1,5,6,7,1,1,3,3,1,10:52:56,652.9333333,10.88222222,PRB2,PRB4,PRB3,PRB1,PRB5,PRB6,PRB7,0,4,0,2
184,2023-05-10T10:09:09Z,0,9,2,0,0,0,1.497619048,1.526315789,1.75,1,3,2,1,0.5,0,1,NA,1.666666667,2,2,1,2,2,2,1.571428571,3,2,1,NA,1,0,1,3,NA,2,4,6,3,1,5,7,0,2,2,2,0,11:10:58,670.9666667,11.18277778,PRB2,PRB4,PRB6,PRB3,PRB1,PRB5,PRB7,0,3,1,1
180,2023-05-10T10:09:00Z,0,9,2,0,0,0,2.361904762,2.3,3,3,3,3,3,1.666666667,2,1,2,2,1,3,2,3,3,3,2.142857143,3,2,1,NA,2,1,3,3,NA,2,4,5,6,7,1,3,0,1,2,0,0,11:25:11,685.1833333,11.41972222,PRB2,PRB4,PRB5,PRB6,PRB7,PRB1,PRB3,0,2,1,2
116,2023-05-10T08:25:07Z,0,10,1,0,0,0,1.088888889,1.227272727,1,2,1,1,0,0.333333333,1,0,0,0.666666667,0,1,1,2,2,2,1.444444444,3,2,0,2,2,0,1,3,0,2,5,4,1,6,7,3,2,0,3,2,0,11:31:03,691.05,11.5175,PRB2,PRB5,PRB4,PRB1,PRB6,PRB7,PRB3,0,0,1,3
85,2023-05-10T08:15:12Z,0,9,1,0,0,0,1.971428571,2,2.5,2,3,3,2,1,1,1,1,2,2,2,2,2.5,2,3,1.857142857,3,2,2,NA,3,0,2,1,NA,2,4,3,1,6,7,5,0,0,1,1,2,11:40:58,700.9666667,11.68277778,PRB2,PRB4,PRB3,PRB1,PRB6,PRB7,PRB5,0,2,1,3
179,2023-05-10T10:09:26Z,0,9,2,0,1,2,1.916666667,1.875,1.75,1,2,2,2,1.333333333,1,2,1,2,NA,2,NA,2.5,2,3,2,NA,3,0,NA,3,0,3,3,NA,6,4,1,2,7,3,5,1,0,3,0,0,12:01:04,721.0666667,12.01777778,PRB6,PRB4,PRB1,PRB2,PRB7,PRB3,PRB5,0,5,1,3
101,2023-05-10T08:32:52Z,0,7,1,1,0,1,2.475,2.428571429,3,3,3,3,3,1.333333333,1,2,1,2.666666667,2,3,3,3,3,3,2.375,3,3,1,NA,3,3,1,3,2,4,6,1,5,3,7,2,0,1,2,2,0,12:18:21,738.35,12.30583333,PRB4,PRB6,PRB1,PRB5,PRB3,PRB7,PRB2,1,1,1,2
89,2023-05-10T08:16:20Z,0,9,1,0,0,0,1.704761905,1.8,2.5,2,3,3,2,0.333333333,0,1,0,1.333333333,1,2,1,2.5,2,3,1.857142857,1,1,2,NA,3,2,2,2,NA,4,2,6,5,1,3,7,0,0,1,1,1,12:39:56,759.9333333,12.66555556,PRB4,PRB2,PRB6,PRB5,PRB1,PRB3,PRB7,0,2,0,3
165,2023-05-10T08:38:58Z,0,10,1,0,0,0,1.141666667,1.19047619,1.75,2,2,2,1,0.333333333,1,0,0,1,1,1,1,1.5,1,2,1.125,0,1,1,NA,2,1,2,2,0,2,1,4,5,6,3,7,1,1,2,1,1,12:47:37,767.6166667,12.79361111,PRB2,PRB1,PRB4,PRB5,PRB6,PRB3,PRB7,0,1,0,2
138,2023-05-10T08:30:41Z,0,11,1,0,0,0,1.644444444,1.619047619,2,2,3,2,1,1,2,1,0,1.666666667,2,2,1,2,2,2,1.555555556,2,1,1,0,3,0,2,3,2,4,2,6,7,5,3,1,0,NA,2,1,0,12:55:11,775.1833333,12.91972222,PRB4,PRB2,PRB6,PRB7,PRB5,PRB3,PRB1,0,1,0,NA
151,2023-05-10T08:32:06Z,0,10,1,0,0,0,1.816666667,1.909090909,2.75,3,2,3,3,1.666666667,2,1,2,1.666666667,1,3,1,1,1,1,2,3,2,0,1,3,3,3,3,0,4,3,6,5,2,7,1,1,2,3,0,0,13:20:02,800.0333333,13.33388889,PRB4,PRB3,PRB6,PRB5,PRB2,PRB7,PRB1,0,0,0,1
105,2023-05-10T08:18:08Z,0,9,1,0,0,0,1,1,1.5,3,0,3,0,0.666666667,1,0,1,1.333333333,1,2,1,0.5,0,1,1,0,1,1,NA,3,0,1,1,NA,2,5,6,4,1,7,3,3,3,2,2,2,13:24:09,804.15,13.4025,PRB2,PRB5,PRB6,PRB4,PRB1,PRB7,PRB3,0,2,1,0
124,2023-05-10T08:25:51Z,0,10,1,0,0,0,1.255555556,1.181818182,1.5,1,3,2,0,0.333333333,0,1,0,1.666666667,2,2,1,2,2,2,0.777777778,0,0,0,0,1,0,3,2,1,2,6,3,7,5,4,1,0,0,3,0,1,13:30:04,810.0666667,13.50111111,PRB2,PRB6,PRB3,PRB7,PRB5,PRB4,PRB1,0,0,1,3
118,2023-05-10T08:25:47Z,0,10,1,0,0,0,1.483333333,1.5,1.75,2,2,2,1,1,0,1,2,1.333333333,1,2,1,2,2,2,1.333333333,2,1,1,0,2,1,3,1,1,2,6,5,4,7,3,1,1,0,2,0,2,13:38:11,818.1833333,13.63638889,PRB2,PRB6,PRB5,PRB4,PRB7,PRB3,PRB1,0,0,1,3
150,2023-05-10T08:32:36Z,0,10,1,0,0,0,1.326190476,1.4,1.75,2,3,2,0,0.666666667,1,0,1,1,1,2,0,1.5,0,3,1.714285714,2,NA,0,NA,2,1,3,3,1,2,3,4,1,5,6,7,0,2,3,0,0,13:56:32,836.5333333,13.94222222,PRB2,PRB3,PRB4,PRB1,PRB5,PRB6,PRB7,0,2,1,1
104,2023-05-10T08:19:30Z,0,9,1,0,0,0,1.311904762,1.3,2.25,3,3,2,1,0.333333333,0,0,1,1.333333333,1,2,1,1.5,1,2,1.142857143,0,0,2,NA,2,1,1,2,NA,3,2,4,1,7,5,6,0,2,1,2,1,14:55:02,895.0333333,14.91722222,PRB3,PRB2,PRB4,PRB1,PRB7,PRB5,PRB6,0,2,0,1
106,2023-05-10T08:27:47Z,0,9,1,0,0,0,1.911111111,1.904761905,2.666666667,3,2,3,NA,1.333333333,2,1,1,1.666666667,1,2,2,2,1,3,1.888888889,3,2,2,2,3,0,0,3,2,4,2,3,1,5,6,7,1,1,1,3,0,20:58:21,1258.35,20.9725,PRB4,PRB2,PRB3,PRB1,PRB5,PRB6,PRB7,0,1,0,2
189,2023-05-15T14:37:35Z,0,11,1,1,0,1,2.033333333,2.090909091,3,3,3,3,3,0.666666667,1,1,0,1.666666667,1,3,1,2.5,2,3,2.333333333,3,2,1,3,3,2,3,3,1,4,2,1,5,6,3,7,0,2,2,0,0,30:48:24,1848.4,30.80666667,PRB4,PRB2,PRB1,PRB5,PRB6,PRB3,PRB7,1,0,1,1
